operator,department,employee_profile,device_category,estimated_price_mad,budget_risk_score,risk_level,alert_flag,recommendation,real_price_range,real_price_label,predicted_price_range,predicted_price_label,prediction_confidence
Orange Maroc,RH,Usage intensif,Premium,7000,95.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9907
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,66.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9847
Maroc Telecom,RH,Usage standard,Premium,7000,93.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Orange Maroc,IT,Usage intensif,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
inwi,Commercial,Usage premium,Premium,7000,97.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9966
Orange Maroc,Support,Usage basique,Premium,7000,89.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9831
Orange Maroc,Support,Usage standard,Haut de gamme,4500,60.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9555
Orange Maroc,IT,Usage basique,Haut de gamme,4500,61.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9607
Orange Maroc,Commercial,Usage basique,Haut de gamme,4500,65.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.962
Maroc Telecom,Finance,Usage premium,Premium,7000,92.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9872
Orange Maroc,Finance,Usage intensif,Milieu de gamme,2500,40.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9965
inwi,Support,Usage intensif,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9657
Maroc Telecom,Finance,Usage basique,Milieu de gamme,2500,36.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9862
Orange Maroc,Finance,Usage intensif,Entrée de gamme,1200,21.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9996
Maroc Telecom,IT,Usage standard,Entrée de gamme,1200,21.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9996
Orange Maroc,Support,Usage standard,Premium,7000,91.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9735
Maroc Telecom,Support,Usage standard,Haut de gamme,4500,65.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9853
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9886
inwi,Support,Usage intensif,Entrée de gamme,1200,19.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Maroc Telecom,IT,Usage standard,Premium,7000,89.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9789
Orange Maroc,Commercial,Usage basique,Premium,7000,95.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9988
inwi,RH,Usage basique,Milieu de gamme,2500,40.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9948
inwi,IT,Usage basique,Entrée de gamme,1200,22.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9974
Maroc Telecom,Commercial,Usage basique,Premium,7000,98.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9992
Maroc Telecom,Direction,Usage standard,Haut de gamme,4500,61.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9413
Maroc Telecom,IT,Usage intensif,Milieu de gamme,2500,41.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.8906
inwi,Finance,Usage basique,Haut de gamme,4500,61.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9707
inwi,Finance,Usage basique,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Orange Maroc,Finance,Usage standard,Haut de gamme,4500,63.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9373
inwi,Direction,Usage intensif,Haut de gamme,4500,64.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9942
Orange Maroc,Commercial,Usage standard,Premium,7000,93.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9944
Orange Maroc,Commercial,Usage standard,Milieu de gamme,2500,41.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9783
Maroc Telecom,Support,Usage standard,Milieu de gamme,2500,42.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.993
inwi,IT,Usage standard,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9854
Maroc Telecom,Commercial,Usage basique,Milieu de gamme,2500,38.7,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9952
inwi,RH,Usage intensif,Entrée de gamme,1200,20.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9988
inwi,Commercial,Usage intensif,Haut de gamme,4500,66.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9224
Orange Maroc,Direction,Usage standard,Milieu de gamme,2500,38.6,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9924
Maroc Telecom,Support,Usage intensif,Entrée de gamme,1200,23.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9968
Maroc Telecom,RH,Usage intensif,Milieu de gamme,2500,40.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.863
Maroc Telecom,Support,Usage basique,Entrée de gamme,1200,20.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9842
Maroc Telecom,IT,Usage standard,Premium,7000,94.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Maroc Telecom,IT,Usage basique,Entrée de gamme,1200,23.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9982
inwi,Finance,Usage basique,Premium,7000,93.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9984
Orange Maroc,RH,Usage intensif,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.994
Maroc Telecom,Commercial,Usage premium,Milieu de gamme,2500,42.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9709
Maroc Telecom,Commercial,Usage premium,Premium,7000,95.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9997
Maroc Telecom,Direction,Usage intensif,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9791
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,43.8,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.5417
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,0,Entrée de gamme,0.5244
inwi,IT,Usage intensif,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9781
Orange Maroc,IT,Usage standard,Premium,7000,96.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
inwi,Commercial,Usage intensif,Haut de gamme,4500,60.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9208
inwi,RH,Usage intensif,Milieu de gamme,2500,39.0,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9903
Maroc Telecom,Support,Usage intensif,Premium,7000,91.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9481
inwi,IT,Usage intensif,Milieu de gamme,2500,42.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9879
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,37.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9888
inwi,RH,Usage intensif,Haut de gamme,4500,62.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9324
Maroc Telecom,Finance,Usage premium,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9977
inwi,IT,Usage standard,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9998
inwi,Support,Usage intensif,Milieu de gamme,2500,40.4,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9921
inwi,IT,Usage standard,Milieu de gamme,2500,41.5,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9556
inwi,Commercial,Usage premium,Premium,7000,96.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,Finance,Usage basique,Haut de gamme,4500,61.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9749
Maroc Telecom,IT,Usage standard,Milieu de gamme,2500,38.8,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9918
Maroc Telecom,RH,Usage basique,Haut de gamme,4500,62.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9971
Maroc Telecom,Support,Usage intensif,Haut de gamme,4500,64.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.974
Orange Maroc,RH,Usage basique,Premium,7000,93.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9945
Maroc Telecom,Support,Usage basique,Haut de gamme,4500,62.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.961
inwi,IT,Usage standard,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9891
Orange Maroc,Support,Usage premium,Milieu de gamme,2500,41.3,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9897
inwi,Finance,Usage basique,Milieu de gamme,2500,38.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9971
Maroc Telecom,Commercial,Usage basique,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9975
inwi,Commercial,Usage intensif,Premium,7000,95.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9995
inwi,Direction,Usage standard,Premium,7000,93.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9861
Orange Maroc,RH,Usage premium,Entrée de gamme,1200,17.3,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9994
Orange Maroc,IT,Usage basique,Premium,7000,91.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9985
inwi,IT,Usage intensif,Haut de gamme,4500,61.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9919
Maroc Telecom,Support,Usage basique,Premium,7000,95.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9766
Orange Maroc,Commercial,Usage basique,Milieu de gamme,2500,41.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9896
Maroc Telecom,Support,Usage intensif,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9989
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9671
Maroc Telecom,RH,Usage intensif,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9933
Maroc Telecom,IT,Usage standard,Haut de gamme,4500,60.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9754
Maroc Telecom,Direction,Usage standard,Premium,7000,91.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9587
Maroc Telecom,Commercial,Usage standard,Premium,7000,92.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
inwi,Direction,Usage premium,Entrée de gamme,1200,22.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9986
Orange Maroc,Finance,Usage standard,Entrée de gamme,1200,23.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9801
inwi,Commercial,Usage standard,Entrée de gamme,1200,17.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,64.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.998
Maroc Telecom,Finance,Usage standard,Haut de gamme,4500,65.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9976
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,19.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9995
Maroc Telecom,Direction,Usage premium,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9825
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,22.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9988
Orange Maroc,Support,Usage premium,Haut de gamme,4500,58.4,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9167
Maroc Telecom,Finance,Usage basique,Milieu de gamme,2500,39.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9808
Orange Maroc,Finance,Usage intensif,Premium,7000,95.9,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9998
Orange Maroc,Direction,Usage premium,Premium,7000,97.4,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage basique,Entrée de gamme,1200,17.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Maroc Telecom,Support,Usage premium,Milieu de gamme,2500,37.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9921
inwi,Support,Usage standard,Haut de gamme,4500,63.0,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.945
Orange Maroc,Commercial,Usage premium,Entrée de gamme,1200,24.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9923
Maroc Telecom,Direction,Usage intensif,Haut de gamme,4500,68.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9844
inwi,Finance,Usage standard,Entrée de gamme,1200,23.4,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9978
Maroc Telecom,RH,Usage basique,Haut de gamme,4500,65.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9941
Orange Maroc,IT,Usage standard,Haut de gamme,4500,67.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9688
inwi,RH,Usage basique,Haut de gamme,4500,61.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9943
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,19.1,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9997
Maroc Telecom,RH,Usage basique,Haut de gamme,4500,63.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9635
Maroc Telecom,Support,Usage standard,Entrée de gamme,1200,21.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9967
Maroc Telecom,Direction,Usage intensif,Haut de gamme,4500,66.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9876
Maroc Telecom,Finance,Usage basique,Entrée de gamme,1200,23.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9959
Orange Maroc,RH,Usage basique,Haut de gamme,4500,63.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9864
Maroc Telecom,Direction,Usage intensif,Milieu de gamme,2500,40.6,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9897
Orange Maroc,IT,Usage basique,Haut de gamme,4500,63.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9808
inwi,IT,Usage basique,Premium,7000,96.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9989
inwi,IT,Usage basique,Milieu de gamme,2500,36.3,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9603
Orange Maroc,Commercial,Usage premium,Premium,7000,97.5,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage intensif,Entrée de gamme,1200,24.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.7843
Orange Maroc,Direction,Usage standard,Entrée de gamme,1200,22.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9989
Orange Maroc,RH,Usage intensif,Haut de gamme,4500,61.2,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9832
Maroc Telecom,Commercial,Usage standard,Haut de gamme,4500,65.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9857
Maroc Telecom,Finance,Usage intensif,Premium,7000,96.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9994
inwi,Commercial,Usage intensif,Premium,7000,91.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9914
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,40.1,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9879
Maroc Telecom,Support,Usage standard,Haut de gamme,4500,63.7,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9836
Maroc Telecom,Support,Usage basique,Milieu de gamme,2500,39.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9795
Maroc Telecom,Commercial,Usage standard,Milieu de gamme,2500,39.2,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9793
inwi,Direction,Usage premium,Premium,7000,99.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9993
Orange Maroc,Support,Usage standard,Entrée de gamme,1200,24.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9541
inwi,Support,Usage intensif,Entrée de gamme,1200,19.2,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9964
Maroc Telecom,IT,Usage premium,Haut de gamme,4500,68.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9802
Maroc Telecom,IT,Usage basique,Milieu de gamme,2500,37.5,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9979
Orange Maroc,Finance,Usage intensif,Entrée de gamme,1200,17.9,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Maroc Telecom,Commercial,Usage intensif,Milieu de gamme,2500,38.1,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9955
Maroc Telecom,RH,Usage premium,Haut de gamme,4500,59.8,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9913
inwi,RH,Usage premium,Milieu de gamme,2500,39.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9894
Maroc Telecom,Support,Usage intensif,Premium,7000,93.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9625
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,23.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9681
Maroc Telecom,Direction,Usage intensif,Milieu de gamme,2500,38.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9976
Maroc Telecom,Finance,Usage basique,Premium,7000,97.2,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,Commercial,Usage intensif,Entrée de gamme,1200,20.0,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9975
inwi,Finance,Usage premium,Haut de gamme,4500,66.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9469
inwi,Finance,Usage standard,Premium,7000,95.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9986
inwi,Finance,Usage intensif,Premium,7000,97.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Orange Maroc,RH,Usage standard,Haut de gamme,4500,66.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9691
Maroc Telecom,RH,Usage standard,Entrée de gamme,1200,16.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9999
Orange Maroc,Support,Usage standard,Premium,7000,91.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9958
Orange Maroc,IT,Usage intensif,Milieu de gamme,2500,41.7,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9969
inwi,Support,Usage premium,Milieu de gamme,2500,43.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9662
Maroc Telecom,Commercial,Usage premium,Entrée de gamme,1200,21.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.999
Orange Maroc,Finance,Usage basique,Haut de gamme,4500,65.5,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9945
Maroc Telecom,Commercial,Usage premium,Haut de gamme,4500,68.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9878
Maroc Telecom,Finance,Usage intensif,Haut de gamme,4500,60.1,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9772
Orange Maroc,Commercial,Usage standard,Entrée de gamme,1200,22.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9852
Orange Maroc,RH,Usage basique,Premium,7000,91.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9724
Maroc Telecom,IT,Usage standard,Premium,7000,93.6,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9914
Maroc Telecom,IT,Usage premium,Entrée de gamme,1200,20.6,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9958
Orange Maroc,Commercial,Usage intensif,Premium,7000,95.3,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9991
inwi,Direction,Usage intensif,Haut de gamme,4500,59.3,Moyen,0,Appareil conforme au besoin,2,Haut de gamme,2,Haut de gamme,0.9705
inwi,RH,Usage standard,Premium,7000,92.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9641
inwi,Support,Usage intensif,Entrée de gamme,1200,24.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9953
inwi,Commercial,Usage basique,Haut de gamme,4500,62.4,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9897
Maroc Telecom,Direction,Usage standard,Entrée de gamme,1200,20.7,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9986
Orange Maroc,Support,Usage intensif,Haut de gamme,4500,63.9,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9936
Maroc Telecom,Commercial,Usage basique,Milieu de gamme,2500,37.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9884
Maroc Telecom,Commercial,Usage intensif,Premium,7000,88.8,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9308
inwi,Support,Usage basique,Premium,7000,93.7,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9866
Maroc Telecom,RH,Usage intensif,Entrée de gamme,1200,22.8,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9706
inwi,Finance,Usage standard,Premium,7000,95.1,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9996
Orange Maroc,IT,Usage standard,Haut de gamme,4500,64.6,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9953
Orange Maroc,Support,Usage basique,Entrée de gamme,1200,23.5,Faible,0,Appareil conforme au besoin,0,Entrée de gamme,0,Entrée de gamme,0.9996
Orange Maroc,Support,Usage basique,Haut de gamme,4500,62.8,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9964
inwi,IT,Usage premium,Milieu de gamme,2500,42.2,Moyen,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9801
Orange Maroc,Commercial,Usage standard,Haut de gamme,4500,60.3,Élevé,1,Vérifier la pertinence budgétaire pour ce département,2,Haut de gamme,2,Haut de gamme,0.9543
Orange Maroc,Commercial,Usage intensif,Premium,7000,96.0,Critique,1,Appareil coûteux : réserver aux profils premium,3,Premium,3,Premium,0.9999
Maroc Telecom,IT,Usage premium,Milieu de gamme,2500,37.4,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.9747
Orange Maroc,Direction,Usage basique,Milieu de gamme,2500,36.9,Faible,0,Appareil conforme au besoin,1,Milieu de gamme,1,Milieu de gamme,0.957
